2361202914,13,1,63.059999999999995,0
2361201239,38,0,347.34000000000003,24
2361101761,63,0,431.83,7
2361101684,46,0,271.17,3
2361101309,26,3,183.59,3
2361101725,130,0,929.08,19
2361101743,231,0,1796.1999999999991,70
2361202398,20,0,177.02,11
2361101987,33,0,187.31000000000003,1
2361102174,70,0,483.60999999999996,9
2361102414,51,5,324.95,2
2361100077,21,0,125.88999999999999,2
2362101657,20,0,111.29,0
2361101476,63,0,439.74000000000007,7
2362100163,13,1,78.73,0
2361201673,17,0,144.45000000000002,7
2361101467,79,3,561.5800000000002,9
2361201411,18,0,158.63000000000002,9
2361102138,85,0,596.35,9
2361202285,20,0,159.38000000000002,7
2361102405,28,0,216.01,8
2361201958,41,0,387.01,34
2362100267,11,0,64.94,1
2361101544,124,1,754.6800000000005,4
2361101449,277,0,1694.010000000001,24
2361203155,3,0,20.509999999999998,0
2361101431,59,3,408.0499999999999,9
2361101978,61,0,411.66,7
2361102192,79,0,572.99,9
2361102278,107,0,773.91,15
2361101734,51,2,341.95999999999987,8
2361101639,127,0,953.5900000000007,26
2361101915,25,1,140.29999999999998,0
2361102355,38,0,225.15,4
2361101752,52,1,323.48999999999995,3
2361101223,15,0,94.10999999999999,0
2362100706,41,0,299.21000000000004,3
2361101553,66,0,425.8400000000001,4
2361100086,19,1,115.54,0
2361102052,32,1,185.71,0
2361101707,25,1,145.74000000000004,0
2362101191,21,0,121.67000000000003,2
2361102102,10,0,39.92,0
2361101277,24,5,98.97999999999999,0
2361101874,23,0,104.48999999999995,0
2361102301,23,1,153.06,3
2361101906,60,0,369.47000000000014,1
2361102346,18,0,105.39,1
2361102337,32,4,197.24999999999994,2
2361100032,21,2,107.58999999999999,0
2361101598,164,1,932.8900000000001,10
2361101526,25,0,126.86000000000003,1
2361101336,42,0,203.20999999999992,0
2361100059,32,0,193.58,0
2361102242,56,0,386.22999999999996,8
2361101494,114,0,805.0100000000001,12
2361101883,26,0,174.5,3
2361102233,14,0,81.58999999999999,0
2362100769,21,0,77.51,0
2362101259,28,0,185.55999999999995,1
2361100647,43,0,304.68000000000006,3
2361102319,11,1,44.919999999999995,0
2362100475,23,2,133.83999999999997,1
2362102269,27,0,166.51000000000005,4
2361102088,36,1,225.7199999999999,0
2362101241,10,1,43.06,0
2361102251,16,1,101.30999999999999,0
2361101603,25,1,126.13,0
2361102382,52,0,389.64000000000004,9
2361102034,28,0,135.60000000000002,0
2362100534,12,10,47.45,0
2361101101,21,0,123.57,0
2361101716,19,1,117.77000000000001,0
2362100466,17,1,95.38,0
2362102468,12,0,50.02,0
2362100118,12,1,66.17,0
2361101693,44,0,317.7700000000001,5
2362101137,10,0,41.809999999999995,0
